Dates,SPY US Equity PX_LAST,SPY US Equity PX_OPEN,SPY US Equity PX_HIGH,SPY US Equity PX_LOW,SPY US Equity PX_VOLUME,SPY US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLB US Equity PX_LAST,XLB US Equity PX_OPEN,XLB US Equity PX_HIGH,XLB US Equity PX_LOW,XLB US Equity PX_VOLUME,XLB US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLC US Equity PX_LAST,XLC US Equity PX_OPEN,XLC US Equity PX_HIGH,XLC US Equity PX_LOW,XLC US Equity PX_VOLUME,XLC US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLE US Equity PX_LAST,XLE US Equity PX_OPEN,XLE US Equity PX_HIGH,XLE US Equity PX_LOW,XLE US Equity PX_VOLUME,XLE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLF US Equity PX_LAST,XLF US Equity PX_OPEN,XLF US Equity PX_HIGH,XLF US Equity PX_LOW,XLF US Equity PX_VOLUME,XLF US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLI US Equity PX_LAST,XLI US Equity PX_OPEN,XLI US Equity PX_HIGH,XLI US Equity PX_LOW,XLI US Equity PX_VOLUME,XLI US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLK US Equity PX_LAST,XLK US Equity PX_OPEN,XLK US Equity PX_HIGH,XLK US Equity PX_LOW,XLK US Equity PX_VOLUME,XLK US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLP US Equity PX_LAST,XLP US Equity PX_OPEN,XLP US Equity PX_HIGH,XLP US Equity PX_LOW,XLP US Equity PX_VOLUME,XLP US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLU US Equity PX_LAST,XLU US Equity PX_OPEN,XLU US Equity PX_HIGH,XLU US Equity PX_LOW,XLU US Equity PX_VOLUME,XLU US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLV US Equity PX_LAST,XLV US Equity PX_OPEN,XLV US Equity PX_HIGH,XLV US Equity PX_LOW,XLV US Equity PX_VOLUME,XLV US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLRE US Equity PX_LAST,XLRE US Equity PX_OPEN,XLRE US Equity PX_HIGH,XLRE US Equity PX_LOW,XLRE US Equity PX_VOLUME,XLRE US Equity TOT_RETURN_INDEX_GROSS_DVDS,XLY US Equity PX_LAST,XLY US Equity PX_OPEN,XLY US Equity PX_HIGH,XLY US Equity PX_LOW,XLY US Equity PX_VOLUME,XLY US Equity TOT_RETURN_INDEX_GROSS_DVDS,SPX Index PX_LAST,SPX Index PX_OPEN,SPX Index PX_HIGH,SPX Index PX_LOW,SPX Index PX_VOLUME,SPX Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST,VIX Index PX_OPEN,VIX Index PX_HIGH,VIX Index PX_LOW,VIX Index TOT_RETURN_INDEX_GROSS_DVDS,USGG10YR Index PX_LAST,USGG10YR Index PX_OPEN,USGG10YR Index PX_HIGH,USGG10YR Index PX_LOW,USGG10YR Index TOT_RETURN_INDEX_GROSS_DVDS,USGG2YR Index PX_LAST,USGG2YR Index PX_OPEN,USGG2YR Index PX_HIGH,USGG2YR Index PX_LOW,USGG2YR Index TOT_RETURN_INDEX_GROSS_DVDS,FDTR Index PX_LAST,CPI YOY Index PX_LAST,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS,USURTOT Index PX_LAST,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS,VIX Index PX_LAST.1,VIX Index PX_OPEN.1,VIX Index PX_HIGH.1,VIX Index PX_LOW.1,VIX Index TOT_RETURN_INDEX_GROSS_DVDS.1,USGG10YR Index PX_LAST.1,USGG10YR Index PX_OPEN.1,USGG10YR Index PX_HIGH.1,USGG10YR Index PX_LOW.1,USGG10YR Index TOT_RETURN_INDEX_GROSS_DVDS.1,USGG2YR Index PX_LAST.1,USGG2YR Index PX_OPEN.1,USGG2YR Index PX_HIGH.1,USGG2YR Index PX_LOW.1,USGG2YR Index TOT_RETURN_INDEX_GROSS_DVDS.1,FDTR Index PX_LAST.1,FDTR Index TOT_RETURN_INDEX_GROSS_DVDS,CPI YOY Index PX_LAST.1,CPI YOY Index TOT_RETURN_INDEX_GROSS_DVDS.1,USURTOT Index PX_LAST.1,USURTOT Index TOT_RETURN_INDEX_GROSS_DVDS.1,T10Y2Y Index PX_LAST,BAMLH0A0HYM2 Index PX_LAST,DTWEXBGS Index PX_LAST,DCOILWTICO Index PX_LAST,T10YIE Index PX_LAST
2025/5/12,582.99,581.47,583,577.04,78993570,631.0978,43.26,43.4325,43.74,43.04,8799002,76.6975,99.2,99.5,99.515,98.32,3341439,105.6753,42.29,42.74,42.935,41.98,32610056,81.8198,50.87,51.11,51.195,50.55,44274103,83.9922,140.3,140.31,140.35,138.98,8322008,221.7984,113.85,113.415,113.89,112.271,13478206,152.1371,81.03,80.97,81.23,80.335,18914832,147.7199,39.88,40.3075,40.41,39.7,27460242,96.4564,135.96,132.875,136.13,132.64,15211487,198.3566,41.65,42.11,42.14,41.44,5525675,57.8128,106.235,106.59,106.6,105.195,9569616,142.4157,5844.19,5807.2,5845.37,5786.08,1033301868,9361.1675,18.39,19.84,20.44,18.14,18.39,4.4709,4.4079,4.4768,4.3981,4.4709,4.0103,3.9223,4.0166,3.9077,4.0103,4.5,2.3,2.3,4.2,4.2,18.39,19.84,20.44,18.14,18.39,4.4709,4.4079,4.4768,4.3981,4.4709,4.0103,3.9223,4.0166,3.9077,4.0103,4.5,4.5,2.3,2.3,4.2,4.2,0.47,3.15,123.4863,63.32,2.29
2025/5/13,586.84,583.41,589.08,582.84,67947225,635.2655,43.045,43.28,43.37,43.03,6839046,76.3164,100.17,99.48,100.58,99.19,5384371,106.7086,42.885,42.5,43.2225,42.33,29031568,82.9709,51.08,51,51.32,50.91,33986059,84.339,141.28,140.75,142.175,140.587,9795222,223.3477,116.31,114.26,116.69,114.13,12757350,155.4244,79.94,80.76,80.88,79.65,13148718,145.7328,39.825,39.82,40.135,39.605,24063642,96.3233,131.87,133.94,133.94,131.83,17816962,192.3896,41.09,41.57,41.67,40.945,6501797,57.0354,107.64,106.885,108.091,106.5325,11430960,144.2992,5886.55,5854.15,5906.64,5845.02,921151234,9429.2601,18.22,18.69,18.85,17.65,18.22,4.465,4.465,4.5026,4.4197,4.465,4.0001,4.0019,4.0253,3.9519,4.0001,4.5,2.3,2.3,4.2,4.2,18.22,18.69,18.85,17.65,18.22,4.465,4.465,4.5026,4.4197,4.465,4.0001,4.0019,4.0253,3.9519,4.0001,4.5,4.5,2.3,2.3,4.2,4.2,0.47,3.09,122.9583,65.04,2.32
2025/5/14,587.59,587.81,588.98,585.535,66283531,636.0774,42.65,42.8,42.8544,42.42,7891220,75.616,100.69,100.14,100.79,99.9997,4406086,107.2625,42.625,42.5975,42.79,42.46,21332654,82.4679,50.94,51.105,51.17,50.785,38764201,84.1078,140.6,141.19,141.42,140.2,6517957,222.2727,117.065,116.855,117.5225,116.38,10247902,156.4333,79.51,79.795,79.91,79.36,10351984,144.9489,39.65,39.74,39.7525,39.055,22912822,95.9001,128.77,132.275,132.55,128.68,19579482,187.8669,40.74,40.99,40.99,40.54,4416316,56.5496,108.055,107.915,108.59,107.605,7116988,144.8555,5892.58,5896.74,5906.55,5872.11,915669652,9439.3494,18.62,18.1,18.82,18.06,18.62,4.5363,4.4748,4.5443,4.4452,4.5363,4.0508,4.0064,4.0592,3.9815,4.0508,4.5,2.3,2.3,4.2,4.2,18.62,18.1,18.82,18.06,18.62,4.5363,4.4748,4.5443,4.4452,4.5363,4.0508,4.0064,4.0592,3.9815,4.0508,4.5,4.5,2.3,2.3,4.2,4.2,0.48,3.1,122.6746,64.48,2.37
2025/5/15,590.46,585.56,590.97,585.0969,71268145,639.1842,43.085,42.535,43.1075,42.505,7114536,76.3873,101.09,100.75,101.595,100.63,3260047,107.6887,42.805,42.085,42.83,41.98,29721532,82.8161,51.28,50.87,51.36,50.83,34742507,84.6692,142.16,141,142.375,140.8,5761914,224.7389,117.225,116.43,117.885,116.29,9536352,156.6471,81.14,79.58,81.195,79.26,13370219,147.9204,40.495,39.81,40.6025,39.785,26630022,97.9439,130.46,128.47,130.54,127.35,18792674,190.3325,41.49,40.92,41.505,40.85,4703760,57.5907,107.815,107.035,108.105,106.7001,8393102,144.5338,5916.93,5869.82,5924.21,5865.16,825535418,9480.7172,17.83,19.19,19.38,17.77,17.83,4.4315,4.5443,4.5482,4.4275,4.4315,3.9608,4.0466,4.0532,3.9503,3.9608,4.5,2.3,2.3,4.2,4.2,17.83,19.19,19.38,17.77,17.83,4.4315,4.5443,4.5482,4.4275,4.4315,3.9608,4.0466,4.0532,3.9503,3.9608,4.5,4.5,2.3,2.3,4.2,4.2,0.49,3.2,122.8174,63.03,2.34
2025/5/16,594.2,591.25,594.5,589.28,76052101,643.2328,43.525,43.09,43.53,42.84,6426700,77.1674,101.78,101.47,101.815,100.85,4156513,108.4237,42.74,42.9,42.925,42.3025,21725824,82.6904,51.59,51.27,51.6671,51.16,53400979,85.181,143.78,142.38,143.78,141.91,5384176,227.2999,117.445,117.605,117.605,116.43,8111660,156.9411,82.07,81.22,82.07,81.095,11973279,149.6158,41.09,40.555,41.105,40.455,20077032,99.383,133.09,130.7,133.14,130.31,12901782,194.1694,42.01,41.57,42.03,41.43,3421167,58.3125,108.835,108.18,108.91,107.89,5973168,145.9012,5958.38,5929.09,5958.62,5907.36,915555526,9548.3857,17.24,17.96,17.96,17.15,17.24,4.477,4.4394,4.4948,4.3863,4.477,3.9995,3.9587,4.0079,3.9194,3.9995,4.5,2.3,2.3,4.2,4.2,17.24,17.96,17.96,17.15,17.24,4.477,4.4394,4.4948,4.3863,4.477,3.9995,3.9587,4.0079,3.9194,3.9995,4.5,4.5,2.3,2.3,4.2,4.2,0.45,3.16,123.0737,63.84,2.34
2025/5/19,594.85,588.1,595.54,588.1,68168509,643.9365,43.635,43.28,43.685,43.09,10166614,77.3624,101.88,100.67,101.93,100.67,3947610,108.5302,42.185,42.385,42.43,41.8725,24787066,81.6166,51.62,51.32,51.77,51.24,26348357,85.2306,144.27,142.39,144.3896,142.39,5459238,228.0745,117.275,115.71,117.5375,115.67,11863048,156.7139,82.31,81.85,82.365,81.605,13601498,150.0534,41.265,40.745,41.2825,40.735,16306454,99.8062,134.37,133.02,134.435,132.645,11645235,196.0369,42.1,41.68,42.135,41.63,3023359,58.4374,108.58,107.065,108.74,106.84,6935012,145.5593,5963.6,5902.88,5968.61,5895.69,700180755,9558.1246,18.14,19.84,19.92,17.92,18.14,4.4474,4.4789,4.5624,4.4434,4.4474,3.9765,3.9826,4.0378,3.9615,3.9765,4.5,2.3,2.3,4.2,4.2,18.14,19.84,19.92,17.92,18.14,4.4474,4.4789,4.5624,4.4434,4.4474,3.9765,3.9826,4.0378,3.9615,3.9765,4.5,4.5,2.3,2.3,4.2,4.2,0.49,3.21,122.4186,63.98,2.36
2025/5/20,592.85,593.09,594.05,589.6,60614492,641.7714,43.56,43.57,43.64,43.3725,5128608,77.2294,101.63,101.67,102.17,101.12,2603298,108.2639,41.795,42.155,42.25,41.755,22782142,80.8621,51.34,51.38,51.52,51.11,26902976,84.7682,143.75,143.69,144.46,143.19,6825769,227.2525,116.835,116.545,116.855,115.95,10273646,156.1259,82.6,82.27,82.84,82.27,12719341,150.582,41.385,41.2,41.525,41.2,18075378,100.0965,134.7,134.4,135.0899,134.185,11644698,196.5183,41.88,41.76,42.01,41.74,2311822,58.132,108.015,108.78,109.09,107.4975,7047286,144.8019,5940.46,5944.66,5953.06,5909.26,676817559,9521.2336,18.09,18.46,18.68,17.7,18.09,4.4869,4.4474,4.5207,4.4257,4.4869,3.9704,3.9744,3.9958,3.9514,3.9704,4.5,2.3,2.3,4.2,4.2,18.09,18.46,18.68,17.7,18.09,4.4869,4.4474,4.5207,4.4257,4.4869,3.9704,3.9744,3.9958,3.9514,3.9704,4.5,4.5,2.3,2.3,4.2,4.2,0.51,3.2,122.3199,63.97,2.35
2025/5/21,582.86,588.44,592.58,581.82,95197657,630.9571,42.98,43.215,43.4475,42.915,9613098,76.2011,100.87,100.92,102.47,100.63,5864415,107.4543,41.025,41.545,41.625,41.02,25698320,79.3723,50.29,51.02,51.165,50.245,40022024,83.0346,141.32,142.98,143.39,141.11,9600479,223.4109,114.64,115.74,117.355,114.175,18643572,153.1928,81.64,82.2,82.33,81.51,10989173,148.8319,40.63,41.25,41.3275,40.55,22704846,98.2704,131.58,133.56,134.14,131.52,16635924,191.9665,40.77,41.67,41.76,40.75,3708681,56.5913,105.825,107.16,107.53,105.4,10325638,141.8661,5844.61,5910.18,5938.37,5830.91,883763506,9367.911,20.87,18.77,21.05,17.77,20.87,4.5985,4.477,4.6025,4.4711,4.5985,4.0194,3.9578,4.0194,3.9535,4.0194,4.5,2.3,2.3,4.2,4.2,20.87,18.77,21.05,17.77,20.87,4.5985,4.477,4.6025,4.4711,4.5985,4.0194,3.9578,4.0194,3.9535,4.0194,4.5,4.5,2.3,2.3,4.2,4.2,0.58,3.25,121.7496,62.93,2.35
2025/5/22,583.09,582.66,586.62,581.405,70860417,631.2061,42.935,42.925,43.1175,42.62,7651138,76.1213,100.65,101.16,101.54,100.59,3808426,107.2199,40.865,40.81,41.0975,40.36,23732250,79.0628,50.23,50.18,50.52,49.9719,33662796,82.9355,141.29,141.06,142.155,140.53,8993181,223.3635,114.67,114.695,115.7,114.415,11372044,153.2328,81.3,81.57,81.735,80.97,11871595,148.2121,40.05,40.285,40.285,39.5825,30637670,96.8675,130.55,130.63,131.24,129.98,12722641,190.4638,40.63,40.84,40.87,40.305,3599301,56.3969,106.28,105.64,107.065,105.3575,8993146,142.476,5842.01,5841.26,5878.08,5825.82,741763195,9363.9417,20.28,20.62,22.07,19.64,20.28,4.5287,4.6065,4.6247,4.5247,4.5287,3.99,4.0152,4.0194,3.9731,3.99,4.5,2.3,2.3,4.2,4.2,20.28,20.62,22.07,19.64,20.28,4.5287,4.6065,4.6247,4.5247,4.5287,3.99,4.0152,4.0194,3.9731,3.99,4.5,4.5,2.3,2.3,4.2,4.2,0.54,3.32,122.0429,62.55,2.34
2025/5/23,579.11,575.98,581.8101,575.6,76029046,626.8976,42.85,42.61,43.005,42.53,7343188,75.9706,100.19,99.74,100.58,99.6,3894047,106.7299,40.995,40.505,41.0975,40.49,23510912,79.3143,50.05,49.585,50.29,49.57,33645560,82.6383,140.83,139.69,141.335,139.63,8233228,222.6363,113.405,112.675,114.145,112.551,12003920,151.5424,81.6,81.26,81.77,80.76,10693431,148.759,40.53,40.32,40.565,39.85,21730802,98.0285,130.34,129.93,130.595,129.5465,9127098,190.1574,40.64,40.595,40.76,40.397,3751731,56.4108,105.325,104.51,105.8,104.34,7497144,141.1958,5802.82,5781.89,5829.51,5767.41,700711120,9301.6883,22.29,20.14,25.53,19.83,22.29,4.511,4.5327,4.5409,4.4456,4.511,3.9912,3.9879,3.9933,3.9017,3.9912,4.5,2.3,2.3,4.2,4.2,22.29,20.14,25.53,19.83,22.29,4.511,4.5327,4.5409,4.4456,4.511,3.9912,3.9879,3.9933,3.9017,3.9912,4.5,4.5,2.3,2.3,4.2,4.2,0.51,3.4,121.3837,62.89,2.33
2025/5/27,591.15,586.07,591.31,578.43,72588475,639.9312,43.6,43.28,43.61,43.145,6898682,77.3003,101.82,101.17,101.99,100.86,3604371,108.4663,41.35,41.28,41.415,40.975,19028072,80.0011,50.93,50.435,50.96,50.26,38636418,84.0913,143.31,142.49,143.425,141.7,11862318,226.5569,116.1,115.17,116.26,114.785,14208308,155.1437,82.34,81.9,82.39,81.72,14433855,150.108,40.835,40.845,40.94,40.5225,18494702,98.7662,132.16,131.43,132.39,131.16,12304443,192.8126,41.31,40.99,41.4265,40.85,3626827,57.3408,108.435,106.515,108.5225,106.515,7886824,145.365,5921.54,5854.07,5924.33,5854.07,817210616,9492.7715,18.96,20.63,21.01,18.95,18.96,4.4436,4.507,4.507,4.4259,4.4436,3.9808,3.9912,3.9954,3.9595,3.9808,4.5,2.3,2.3,4.2,4.2,18.96,20.63,21.01,18.95,18.96,4.4436,4.507,4.507,4.4259,4.4436,3.9808,3.9912,3.9954,3.9595,3.9808,4.5,4.5,2.3,2.3,4.2,4.2,0.51,3.24,121.6099,61.61,2.32
2025/5/28,587.73,591.56,592.7688,586.985,68445512,636.2289,43.005,43.55,43.555,42.965,10597068,76.2454,101.8,101.86,102.35,101.67,4014257,108.445,40.825,41.55,41.675,40.72,29552608,78.9854,50.59,50.89,51.02,50.51,31730237,83.5299,142.6,143.53,143.79,142.395,9058310,225.4345,115.62,116.24,116.7025,115.45,10789124,154.5023,81.78,82.31,82.58,81.69,9963783,149.0872,40.265,40.81,40.83,40.09,20954596,97.3876,131.48,132.11,132.58,131.13,11087470,191.8206,41.31,41.35,41.35,41.013,3491938,57.3408,107.44,108.53,108.56,107.26,7542352,144.0311,5888.55,5925.54,5939.92,5881.88,720789388,9439.9927,19.31,19.21,19.43,18.68,19.31,4.4773,4.4436,4.4991,4.4358,4.4773,3.9901,3.9592,4.0024,3.9489,3.9901,4.5,2.3,2.3,4.2,4.2,19.31,19.21,19.43,18.68,19.31,4.4773,4.4436,4.4991,4.4358,4.4773,3.9901,3.9592,4.0024,3.9489,3.9901,4.5,4.5,2.3,2.3,4.2,4.2,0.51,3.23,121.9888,62.54,2.32
2025/5/29,590.05,593.06,593.2,586.07,70073758,638.7404,43.165,43.225,43.24,42.735,9869572,76.5291,100.98,102.2,102.2,100.2,4386218,107.5715,41.13,40.89,41.13,40.63,23793426,79.5755,50.85,50.76,50.86,50.36,34100943,83.9592,142.73,143.19,143.29,141.72,12106694,225.64,115.815,117.37,117.49,115.22,14013150,154.7629,82.11,81.81,82.16,81.4,13321550,149.6888,40.545,40.285,40.61,40.105,20868418,98.0648,132.36,131.68,132.76,131.285,10673735,193.1044,41.69,41.31,41.86,41.26,4811752,57.8683,107.485,108.52,108.585,106.935,8031632,144.0914,5912.17,5939.96,5943.13,5873.8,750738825,9478.011,19.18,18.25,20.2,18.11,19.18,4.418,4.5091,4.537,4.4121,4.418,3.9386,4.0272,4.0478,3.9324,3.9386,4.5,2.3,2.3,4.2,4.2,19.18,18.25,20.2,18.11,19.18,4.418,4.5091,4.537,4.4121,4.418,3.9386,4.0272,4.0478,3.9324,3.9386,4.5,4.5,2.3,2.3,4.2,4.2,0.51,3.22,121.5617,61.66,2.32
2025/5/30,589.39,588.93,591.1299,583.235,90601242,638.0259,43.17,43.05,43.23,42.61,12114286,76.538,101.4,100.95,101.65,100.04,9044736,108.0189,40.765,40.815,40.9775,40.4375,31038616,78.8693,50.96,50.68,51.045,50.455,37953245,84.1408,142.82,142.59,143.315,141.56,14254857,225.7823,115.455,115.76,115.815,113.71,13494118,154.2818,82.83,81.97,83.19,81.97,17778915,151.0013,40.96,40.465,41.03,40.39,20680498,99.0685,132.64,132.07,133.335,130.88,11651333,193.5129,41.73,41.53,41.84,41.31,6882680,57.9238,106.9,107.07,107.815,106.19,10233432,143.3072,5911.69,5903.67,5922.14,5843.66,1893740519,9478.1068,18.57,19.61,20.55,18.57,18.57,4.4004,4.422,4.4378,4.3846,4.4004,3.8975,3.9427,3.9489,3.8913,3.8975,4.5,2.3,2.3,4.2,4.2,18.57,19.61,20.55,18.57,18.57,4.4004,4.422,4.4378,4.3846,4.4004,3.8975,3.9427,3.9489,3.8913,3.8975,4.5,4.5,2.3,2.3,4.2,4.2,0.52,3.31,121.7674,61.46,2.34
2025/6/2,592.71,587.76,592.79,585.06,61630502,641.6199,43.425,43.44,43.445,43.095,15811070,76.9901,101.9,100.53,101.99,100.36,5983165,108.5515,41.3,41.53,41.585,40.825,32030982,79.9044,50.98,50.61,51,50.29,30142346,84.1738,142.64,142.63,142.7,140.84,12641358,225.4977,116.475,115.15,116.545,115.01,12878766,155.6449,82.88,82.59,82.89,82.06,15827853,151.0925,41.09,40.785,41.145,40.62,26799544,99.383,132.72,132.3,132.78,131.11,11845031,193.6296,41.79,41.43,41.805,41.04,4756453,58.0071,107.15,106.595,107.165,105.28,8783904,143.6423,5935.94,5896.68,5937.4,5861.43,722404155,9518.1341,18.36,19.81,20.45,18.36,18.36,4.4399,4.4161,4.4676,4.4082,4.4399,3.9366,3.9057,3.9448,3.8913,3.9366,4.5,2.4,2.4,4.3,4.3,18.36,19.81,20.45,18.36,18.36,4.4399,4.4161,4.4676,4.4082,4.4399,3.9366,3.9057,3.9448,3.8913,3.9366,4.5,4.5,2.4,2.4,4.3,4.3,0.52,3.27,121.1881,63.27,2.33
2025/6/3,596.09,592.34,597.08,591.85,63606204,645.2788,43.87,43.26,43.885,43.055,13218238,77.779,101.61,101.68,101.99,100.96,4102112,108.2426,41.79,41.33,42.0475,40.94,30352648,80.8524,51.08,50.82,51.13,50.41,33705417,84.339,143.74,142.61,143.83,142.55,10896856,227.2367,118.225,116.63,118.315,116.545,14312342,157.9834,82.8,82.735,82.925,82.215,13265615,150.9466,41.2,41.585,41.585,40.87,28547978,99.649,133.03,132.37,133.52,131.725,14304622,194.0819,41.64,41.59,41.7,41.305,6276942,57.7989,107.72,107.245,108.615,107.22,7855476,144.4064,5970.37,5938.56,5981.35,5929,795687690,9573.4864,17.69,18.83,19.21,17.64,17.69,4.4537,4.4438,4.4716,4.4043,4.4537,3.9511,3.9345,3.9696,3.9098,3.9511,4.5,2.4,2.4,4.3,4.3,17.69,18.83,19.21,17.64,17.69,4.4537,4.4438,4.4716,4.4043,4.4537,3.9511,3.9345,3.9696,3.9098,3.9511,4.5,4.5,2.4,2.4,4.3,4.3,0.5,3.19,121.4592,64.1,2.32
2025/6/4,595.93,596.96,597.95,595.49,57314199,645.1056,44.035,43.925,44.155,43.85,13267946,78.0716,102.26,101.745,102.455,101.65,4388189,108.935,40.975,41.77,42.095,40.925,44939216,79.2756,50.79,51.15,51.21,50.78,24600500,83.8601,143.82,144.09,144.565,143.805,7975889,227.3631,118.4,118.375,118.7675,117.815,10899200,158.2172,82.22,82.82,82.84,82.145,10804140,149.8893,40.48,41.13,41.13,40.48,33002348,97.9076,133.29,133.43,134.33,133.29,9986080,194.4612,41.77,41.54,41.94,41.425,2969749,57.9793,107.435,107.81,107.87,106.65,7581118,144.0244,5970.81,5978.94,5990.48,5966.11,716818604,9574.5889,17.61,17.68,18.07,17.41,17.61,4.3552,4.4419,4.4657,4.3473,4.3552,3.8665,3.9428,3.9676,3.8562,3.8665,4.5,2.4,2.4,4.3,4.3,17.61,17.68,18.07,17.41,17.61,4.3552,4.4419,4.4657,4.3473,4.3552,3.8665,3.9428,3.9676,3.8562,3.8665,4.5,4.5,2.4,2.4,4.3,4.3,0.5,3.23,121.0539,63.57,2.31
2025/6/5,593.05,597.63,599,591.05,92436397,641.9879,43.775,44.2025,44.225,43.675,14234980,77.6106,102.4,102.84,103.41,102.11,6785719,109.0842,40.935,41.28,41.3,40.83,27667328,79.1982,50.65,50.8,50.88,50.45,42022705,83.629,143.72,144.27,144.345,143.17,13814347,227.2051,118.065,118.75,119.785,117.555,15887010,157.7696,81.43,82.05,82.16,81.21,16474663,148.4491,40.415,40.595,40.595,40.3325,21175068,97.7504,133.11,133.62,133.905,132.57,13705543,194.1986,41.76,41.83,41.975,41.555,5411986,57.9654,104.725,107.16,107.715,103.855,12098510,140.3914,5939.3,5985.67,5999.7,5921.2,841344157,9524.8349,18.48,17.68,18.8,17.08,18.48,4.3906,4.3552,4.4004,4.3101,4.3906,3.9201,3.8686,3.9346,3.8252,3.9201,4.5,2.4,2.4,4.3,4.3,18.48,17.68,18.8,17.08,18.48,4.3906,4.3552,4.4004,4.3101,4.3906,3.9201,3.8686,3.9346,3.8252,3.9201,4.5,4.5,2.4,2.4,4.3,4.3,0.48,3.18,120.9596,64.06,2.29
2025/6/6,599.14,598.66,600.83,596.86,66588743,648.5805,43.89,44.1,44.2225,43.79,9348472,77.8145,103.71,103.4,103.93,103.07,4002134,110.4797,41.705,41.305,41.83,41.305,28556812,80.6879,51.28,51.17,51.44,51.045,34982809,84.6692,144.93,145,145.56,144.465,11289254,229.1179,119.18,119.205,119.73,118.84,9026022,159.2595,81.69,81.81,81.95,81.43,10949080,148.9231,40.595,40.62,40.6625,40.2475,21267394,98.1857,134.38,133.81,134.84,133.79,9153482,196.0515,41.88,41.96,42.11,41.675,3533601,58.132,106.085,106.24,106.5825,105.72,9948754,142.2146,6000.36,5987.06,6016.87,5978.63,679275045,9623.8757,16.77,18.16,18.35,16.65,16.77,4.5056,4.3906,4.5116,4.3729,4.5056,4.0365,3.9139,4.0407,3.9036,4.0365,4.5,2.4,2.4,4.3,4.3,16.77,18.16,18.35,16.65,16.77,4.5056,4.3906,4.5116,4.3729,4.5056,4.0365,3.9139,4.0407,3.9036,4.0365,4.5,4.5,2.4,2.4,4.3,4.3,0.47,3.09,121.161,65.3,2.31
2025/6/9,599.68,599.72,601.25,598.49,53016418,649.1651,44.185,43.995,44.475,43.945,11666970,78.3375,103.41,104.08,104.29,103.31,6371294,110.1601,41.785,41.87,42.22,41.5375,28680330,80.8427,51,51.34,51.36,50.69,28322093,84.2069,144.8,145.31,145.52,144.515,9162862,228.9124,119.765,119.645,120.505,119.555,11100938,160.0413,81.58,81.56,81.83,81.185,13027274,148.7225,40.335,40.525,40.6775,40.2675,24867264,97.5569,134.15,134.35,134.81,133.39,9976863,195.7159,41.86,41.825,42.135,41.57,4581047,58.1042,106.935,105.72,107.135,105.12,10596384,143.3541,6005.88,6004.63,6021.31,5994.18,788447187,9633.5366,17.16,17.69,17.72,16.82,17.16,4.4738,4.5096,4.5156,4.4678,4.4738,4.0034,4.022,4.0325,3.9909,4.0034,4.5,2.4,2.4,4.3,4.3,17.16,17.69,17.72,16.82,17.16,4.4738,4.5096,4.5156,4.4678,4.4738,4.0034,4.022,4.0325,3.9909,4.0034,4.5,4.5,2.4,2.4,4.3,4.3,0.48,3.12,120.9103,65.99,2.31
2025/6/10,603.08,600.22,603.47,599.09,66246973,652.8456,44.46,44.18,44.495,44.18,7875194,78.8251,104.72,103.8,104.885,103.28,7313590,111.5556,42.53,42.23,42.805,42.21,46092238,82.2841,51.06,50.99,51.08,50.88,27728640,84.3059,144.17,145.08,145.08,143.4134,15625648,227.9165,120.435,119.745,120.615,119.295,9832436,160.9366,81.76,81.59,81.95,81.45,12364877,149.0507,40.43,40.44,40.525,40.1275,28052836,97.7866,135.68,134.27,136.09,134.25,11488020,197.9481,42.23,41.97,42.24,41.9,4832775,58.6178,108.215,107.09,108.235,106.9625,8594928,145.07,6038.81,6009.91,6043.01,6000.28,765545776,9686.6858,16.95,17.5,17.99,16.68,16.95,4.4698,4.4758,4.4877,4.4381,4.4698,4.0181,4.0075,4.0202,3.9785,4.0181,4.5,2.4,2.4,4.3,4.3,16.95,17.5,17.99,16.68,16.95,4.4698,4.4758,4.4877,4.4381,4.4698,4.0181,4.0075,4.0202,3.9785,4.0181,4.5,4.5,2.4,2.4,4.3,4.3,0.46,3.12,121.0485,65.66,2.29
